,0,1,2,3,4,5,6,7,8,9,10,,
356,356,4,2:15:05,Pike,Damage,16,,,16 to Bulette,,,,
357,357,4,2:16:09,Pike,Healing,Unknown,,,,,,,
358,358,4,2:17:42,Vax'ildan,Attack,20,9,,,,Dagger Sneak Attack,,
359,359,4,2:17:50,Vax'ildan,Damage,22,,,22 to Bulette,,,,
360,360,4,2:19:34,Grog,Attack,17,9,,,,Great Axe,,
361,361,4,2:19:34,Grog,Attack,19,11,,,,Great Axe,,
362,362,4,2:19:34,Grog,Attack,24,16,,,,Great Axe,,
363,363,4,2:20:10,Grog,Damage,14,,,14 to Bulette,,,,
364,364,4,2:20:10,Grog,Damage,21,,,21 to Bulette,,,,
365,365,4,2:20:10,Grog,Damage,22,,,22 to Bulette,,,,
366,366,4,2:21:32,Vex'ahlia,Attack,18,7,,,,Hail of Thorns,,
367,367,4,2:22:03,Vex'ahlia,Damage,25,,,25 to Bulette,,,,
368,368,4,2:22:22,Vex'ahlia,Attack,Nat20,20,Y,,,Arrow,,
369,369,4,2:22:31,Vex'ahlia,Damage,Unknown,,,15 to Bulette,,,,
370,370,4,2:23:38,Percy,Attack,19,7,,,,Pepperbox Dead Shot,,
371,371,4,2:23:38,Percy,Attack,Unknown,Unknown,,,,Disregarded due to advantage,,
372,372,4,2:24:14,Percy,Damage,35,,,35 to Bulette,,,,
373,373,4,2:27:12,Tiberius,Damage,6,,,6 to Bulette,,"Telekinesis, -5 to Bullette Armor Class",,
374,374,4,2:27:49,Tiberius,Attack,Unknown,Unknown,,,,Firebolt with Metamagic Wand,,
375,375,4,2:28:45,Tiberius,Damage,,,,10 to Bulette,,"Empowered spell, no roll",,
376,376,4,2:32:22,Keyleth,Attack,19,12,,,,Charge as rhino,,
377,377,4,2:32:43,Keyleth,Damage,14,,,14 Crushing to Bulette,,,,
378,378,4,2:34:13,Keyleth,Attack,19,12,,,,Attack of Opportunity,,
379,379,4,2:34:13,Vax'ildan,Attack,24,13,,,,Attack of Opportunity,,
380,380,4,2:34:13,Grog,Attack,26,18,,,,Attack of Opportunity,,
381,381,4,2:34:32,Keyleth,Damage,17,,,17 to Bulette,,,,
382,382,4,2:34:32,Vax'ildan,Damage,11,,,11 to Bulette,,,,
383,383,4,2:34:32,Grog,Damage,24,,,24 to Bulette,,,,
384,384,4,2:35:00,Percy,Dexterity Save,20,15,,,,,,
385,385,4,2:35:00,Scanlan,Dexterity Save,Unknown,Unknown,,,,worse than a 9!,,
386,386,4,2:36:38,Scanlan,Cutting Words,6,,,,,,,
387,387,4,2:38:58,Pike,Acrobatics,10,10,,,,,,
388,388,4,2:39:19,Pike,Inspiration,5,,,,,,,
389,389,4,2:40:40,Pike,Healing,23,,,,,,,
390,390,4,2:43:19,Vax'ildan,Attack,25,14,,,,Keen Dagger Sneak Attack,,
391,391,4,2:43:23,Vax'ildan,Damage,30,,,30 to Bulette,,,,
392,392,4,2:44:35,Vax'ildan,Attack,22,12,,,,Flame-Tongue Dagger,,
393,393,4,2:44:41,Vax'ildan,Damage,10,,,10 to Bulette,,,,
394,394,4,2:46:37,Grog,Attack,21,13,,,,Great Axe,,
395,395,4,2:46:37,Grog,Attack,24,16,,,,Great Axe,,
396,396,4,2:46:37,Grog,Attack,Nat20,20,,,,Great Axe,,
397,397,4,2:46:55,Grog,Damage,16,,,16 to Bulette,,,,
398,398,4,2:46:55,Grog,Damage,21,,,21 to Bulette,,,,
399,399,4,2:46:55,Grog,Damage,40,,,40 to Bulette,1,HDYWTDT,,
400,400,5,0:20:25,Vax'ildan,Intimidation,Nat20,20,,,,,,
401,401,5,0:21:37,Keyleth,Insight,22,12,,,,,,
402,402,5,0:23:02,Vex'ahlia,Intimidation,18,15,,,,,,
403,403,5,0:23:50,Vex'ahlia,Insight,16,10,,,,,,
404,404,5,0:29:58,Percy,Arcana,14,11,,,,,,
405,405,5,0:30:07,Keyleth,Nature,29,19,,,,,,
406,406,5,0:32:43,Vax'ildan,Insight,Unknown,Unknown,,,,Low,,
407,407,5,0:34:49,Vax'ildan,Attack,28,17,,,,Thrown Dagger,,
408,408,5,0:34:49,Grog,Attack,17,9,,,,Thrown Axe,,
409,409,5,0:35:03,Vax'ildan,Damage,10,,,10 to Duergar General,,,,
410,410,5,0:35:03,Grog,Damage,15,,,15 to Duergar General,,,,
411,411,5,0:37:35,Tiberius,Arcana,Unknown,Unknown,,,,,,
412,412,5,0:42:38,Grog,Stealth,19,7,,,,,,
413,413,5,0:42:38,Keyleth,Stealth,18,6,,,,,,
414,414,5,0:42:38,Percy,Stealth,19,7,,,,,,
415,415,5,0:42:38,Pike,Stealth,Nat20,20,,,,,,
416,416,5,0:42:38,Tiberius,Stealth,20,7,,,,,,
417,417,5,0:42:38,Vax'ildan,Stealth,29,6,,,,,,
418,418,5,0:42:38,Vex'ahlia,Stealth,31,12,,,,,,
419,419,5,0:43:46,Tiberius,Damage,Unknown,,,unknown,12,Fireball,,
420,420,5,0:48:00,Vax'ildan,Acrobatics,25,12,,,,,,
421,421,5,0:48:20,Tiberius,Constitution Save,Unknown,Unknown,,,,"Concentration, Low",,
422,422,5,0:50:30,Keyleth,Constitution Save,7,5,,,,,,
423,423,5,0:51:36,Tiberius,Acrobatics,15,12,,,,Disregarded due to disadvantage,,
424,424,5,0:51:36,Tiberius,Acrobatics,13,10,,,,With disadvantage,,
425,425,5,0:52:28,Tiberius,Constitution Save,19,16,,,,Concentration,,
426,426,5,0:53:06,Vax'ildan,Intelligence,24,17,,,,,,
427,427,5,0:53:26,Grog,Acrobatics,18,16,,,,,,
428,428,5,0:53:26,Keyleth,Acrobatics,4,2,,,,,,
429,429,5,0:53:26,Percy,Acrobatics,23,18,,,,,,
430,430,5,0:53:26,Pike,Acrobatics,13,13,,,,,,
431,431,5,0:53:26,Tiberius,Acrobatics,23,20,,,,Unannounced nat20 or bad math/mod,,
432,432,5,0:53:26,Vax'ildan,Acrobatics,18,5,,,,,,
433,433,5,0:53:26,Vex'ahlia,Acrobatics,Nat1,1,,,,,,
434,434,5,0:57:21,Vax'ildan,Healing,8,,,,,Potion for Percy,,
435,435,5,0:57:21,Vex'ahlia,Healing,5,,,,,Potion for Scanlan,,
436,436,5,0:57:21,Grog,Healing,Unknown,,,,,Potion for self,,
437,437,5,0:58:40,Keyleth,Healing,Unknown,,,,,Healing Word for Percy,,
438,438,5,0:59:10,Pike,Healing,24,,,,,Mass Healing Word for everyone,,
439,439,5,1:04:05,Pike,Medicine,9,5,,,,,,
440,440,5,1:05:50,Vax'ildan,Perception,21,11,,,,,,
441,441,5,1:05:50,Vex'ahlia,Perception,13,6,,,,,,
442,442,5,1:17:43,Percy,Tinkering,15,6,,,,Exploding Arrow,,
443,443,5,1:20:00,Vex'ahlia,Stealth,Nat1,1,,,,,,
444,444,5,1:20:00,Vax'ildan,Stealth,23,10,,,,,,
445,445,5,1:20:00,Grog,Stealth,17,15,,,,,,
446,446,5,1:40:20,Pike,Strength,10,9,,,,,,
447,447,5,1:40:20,Grog,Strength,23,19,,,,,,
448,448,5,1:44:06,Grog,Athletics,24,16,,,,Grog and Vax's first prank: Grog tripping Vax,,
449,449,5,1:44:15,Vax'ildan,Acrobatics,22,9,,,,,,
450,450,5,1:49:00,Vax'ildan,Wisdom Save,12,10,,,,,,
451,451,5,1:55:23,Grog,Initiative,9,7,,,,,,
452,452,5,1:55:23,Keyleth,Initiative,13,11,,,,,,
453,453,5,1:55:23,Percy,Initiative,13,6,,,,,,
454,454,5,1:55:23,Pike,Initiative,11,11,,,,,,
455,455,5,1:55:23,Tiberius,Initiative,19,16,,,,,,
456,456,5,1:55:23,Vax'ildan,Initiative,15,10,,,,,,
457,457,5,1:55:23,Vex'ahlia,Initiative,15,10,,,,,,
458,458,5,1:58:18,Vax'ildan,Attack,28,18,,,,Surprise Poison Dagger Sneak Attack,,
459,459,5,1:58:32,Vax'ildan,Damage,62,,,62 to Ogre 1,1,,,
460,460,5,1:59:30,Vax'ildan,Stealth,Nat20,20,,,,,,
461,461,5,2:00:04,Vex'ahlia,Attack,22,11,,,,Exploding Arrow,,
462,462,5,2:00:14,Vex'ahlia,Damage,25,,,"34 (19+6 HM+ 9 Fire) to Ogre 2, 
9 Fire to cart",,Extra explosive damage from arrow,,
463,463,5,2:01:45,Tiberius,Attack,21,12,,,,Scorching Ray,,
464,464,5,2:01:45,Tiberius,Attack,22,13,,,,Scorching Ray,,
465,465,5,2:01:45,Tiberius,Attack,21,12,,,,Scorching Ray,,
466,466,5,2:02:50,Tiberius,Damage,10,,,10 to Ogre 2,,,,
467,467,5,2:02:50,Tiberius,Damage,17,,,17 to Ogre 2,,,,
468,468,5,2:02:50,Tiberius,Damage,12,,,12 to Ogre 2,,,,
469,469,5,2:06:18,Vex'ahlia,Attack,19,9,,,,Lightning Arrow,,
470,470,5,2:06:36,Vex'ahlia,Damage,11,,,,,Ooze Splits,,
471,471,5,2:08:09,Vax'ildan,Attack,18,7,,,,Dagger Sneak Attack,,
472,472,5,2:08:16,Vax'ildan,Damage,52,,,52 to Ogre 2,1,,,
473,473,5,2:08:59,Vax'ildan,Acrobatics,15,6,,,,,,
474,474,5,2:10:15,Percy,Attack,15,4,,,,Pepperbox Ice Shot,,
475,475,5,2:10:31,Percy,Damage,21,,,15 to Ooze,,,,
476,476,5,2:11:38,Percy,Attack,20,9,,,,Pepperbox,,
477,477,5,2:11:44,Percy,Damage,7,,,7 to Ooze,,,,
478,478,5,2:13:11,Keyleth,Attack,18,8,,,,Thornwhip,,
479,479,5,2:13:21,Keyleth,Damage,1,,,1 to Ooze,,,,
480,480,5,2:13:46,Keyleth,Damage,17,,,17 Fire to Ooze,,"Damage dealt by lava, Keyleth pulled him in, 
Matt rolled damage",,
481,481,5,2:15:40,Pike,Damage,25,,,"25 to Ooze 1, 13 (26/2) to Ooze 2",,Insect Plague,,
482,482,5,2:17:45,Grog,Attack,19,10,,,,FBWH,,
483,483,5,2:17:45,Grog,Attack,12,3,,,,FBWH,,
484,484,5,2:18:12,Grog,Damage,15,,,15 (10+5 Fire) to Ooze,,,,
485,485,5,2:18:12,Grog,Damage,17,,,17 (14+3 Fire) to Ooze,,,,
486,486,5,2:20:29,,Damage,8,,,8 Fire to Ooze,,Damage dealt by being in lava at beginning of turn,,
487,487,5,2:26:38,,Damage,45,,,45 to Hook Horror 1,,"Damage dealt by lava, this one due to Tiberius telekineis",,
488,488,5,2:26:57,Tiberius,Attack,15,6,,,,Glacial Blast,,
489,489,5,2:30:13,Vex'ahlia,Attack,13,2,,,,Arrow through Blazing Bowstring,,
490,490,5,2:30:13,Vex'ahlia,Attack,20,9,,,,Arrow through Blazing Bowstring,,
491,491,5,2:30:41,Vex'ahlia,Damage,22,,,22 (14+3 HM+5 Fire) to Hook Horror 1,,,,
492,492,5,2:32:05,Vax'ildan,Acrobatics,22,9,,,,,,
493,493,5,2:32:57,Vax'ildan,Attack,18,8,,,,Flame-Tongue Dagger Sneak Attack,,
494,494,5,2:33:08,Vax'ildan,Damage,58,,,58 to Ooze,,,,
495,495,5,2:34:02,Vax'ildan,Attack,16,5,,,,Keen Dagger,,
496,496,5,2:34:14,Vax'ildan,Damage,8,,,8 to Ooze,,,,
497,497,5,2:35:22,Percy,Attack,27,16,,,,Pepperbox Dead Fire Shot,,
498,498,5,2:35:29,Percy,Damage,10,,,10 to Ooze,,,,
499,499,5,2:35:44,Percy,Attack,14,3,,,,Pepperbox Dead Shot,,
500,500,5,2:35:52,Percy,Damage,26,,,26 (23+ 3 Fire) to Ooze ,,,,
501,501,5,2:37:30,Keyleth,Damage,6,,,"6 to Ooze 1, 6 to Ooze 2",,Thunderwave,,
502,502,5,2:38:15,Pike,Healing,24,,,,,Cure Wounds on Grog,,
503,503,5,2:41:51,Vax'ildan,Attack,26,15,,,,Attack of Opportunity,,
504,504,5,2:41:59,Vax'ildan,Damage,11,,,11 to Ooze,,,,
505,505,5,2:46:14,Tiberius,Attack,24,15,,,,Glacial Blast,,
506,506,5,2:46:31,Tiberius,Damage,20,,,20 Ice to Hook Horror 2,,,,
507,507,5,2:47:24,Tiberius,Attack,20,11,,,,Glacial Blast,,
508,508,5,2:47:32,Tiberius,Damage,15,,,15 to Hook Horror 2,,,,
509,509,5,2:49:31,Vex'ahlia,Attack,23,12,,,,Arrow,,
510,510,5,2:49:43,Vex'ahlia,Damage,14,,,14 to Ooze,,,,
511,511,5,2:50:01,Vex'ahlia,Damage,17,,,17 to Ooze,1,,,
512,512,5,2:50:31,Vax'ildan,Attack,15,4,,,,Thrown Keen Dagger,,
513,513,5,2:50:41,Vax'ildan,Damage,9,,,9 to Ooze,,,,
514,514,5,2:50:46,Vax'ildan,Attack,26,16,,,,Thrown Flame-Tongue Dagger,,
515,515,5,2:50:51,Vax'ildan,Damage,8,,,8 to Ooze,,,,
516,516,5,2:51:37,Percy,Attack,14,3,,,,Pepperbox Dead Shot,,
517,517,5,2:51:46,Percy,Damage,18,,,18 to Ooze,,,,
518,518,5,2:51:55,Percy,Attack,13,2,,,,Pepperbox,,
519,519,5,2:52:04,Percy,Damage,11,,,11 to Ooze,1,,,
520,520,5,2:22:59,Keyleth,Attack,26,16,,,,Thornwhip,,
521,521,5,2:53:14,Keyleth,Damage,8,,,8 Piercing to Hook Horror 2,1,HDYWTDT,,
522,522,5,2:54:55,Pike,Healing,25,,,,,Cure Wounds on Grog,,
523,523,5,2:55:58,Pike,Healing,22,,,,,Mass Cure Wounds (22 for all),,
524,524,5,3:00:29,Percy,Investigation,8,5,,,,,,
525,525,6,0:31:10,Vex'ahlia,Survival,Unknown,Unknown,,,,Disregarded due to advantage,"[1,15]",Manual
526,526,6,0:31:10,Vex'ahlia,Survival,21,15,,,,With advantage,,
527,527,6,0:32:52,Grog,Stealth,17,15,,,,,,
528,528,6,0:32:52,Keyleth,Stealth,15,13,,,,,,
529,529,6,0:32:52,Percy,Stealth,7,2,,,,,,
530,530,6,0:32:52,Pike,Stealth,7,7,,,,,,
531,531,6,0:32:52,Scanlan,Stealth,19,19,,,,,,
532,532,6,0:32:52,Tiberius,Stealth,Unknown,Unknown,,,,Fail,,
533,533,6,0:32:52,Vax'ildan,Stealth,26,13,,,,,,
534,534,6,0:32:52,Vex'ahlia,Stealth,20,11,,,,,,
535,535,6,0:42:44,Grog,Perception,9,9,,,,,,
536,536,6,0:42:44,Keyleth,Perception,16,6,,,,,,
537,537,6,0:42:44,Percy,Perception,24,17,,,,,,
538,538,6,0:42:44,Pike,Perception,19,6,,,,,,
539,539,6,0:42:44,Scanlan,Perception,6,6,,,,,,
540,540,6,0:42:44,Tiberius,Perception,15,18,,,,,,
541,541,6,0:42:44,Vax'ildan,Perception,25,18,,,,,,
542,542,6,0:42:44,Vex'ahlia,Perception,20,14,,,,,,
543,543,6,0:45:53,Vex'ahlia,Perception,17,11,,,,,,
544,544,6,0:45:53,Vex'ahlia,Perception,Unknown,Unknown,,,,Disregarded due to advantage,Error,Manual
545,545,6,0:45:53,Vax'ildan,Perception,26,1,,,,With advantage,Error,Manual
546,546,6,0:51:28,Scanlan,Stealth,Nat1,10,,,,,,
547,547,6,0:52:23,Pike,Perception,14,6,,,,,,
548,548,6,0:53:53,Vax'ildan,Investigation,7,4,,,,,,
549,549,6,0:53:59,Vex'ahlia,Investigation,21,19,,,,,,
550,550,6,0:53:59,Vex'ahlia,Investigation,Unknown,Unknown,,,,Disregarded due to advantage,"[1,19]",Manual
551,551,6,1:00:49,Grog,Stealth,26,14,,,,With advantage,,
552,552,6,1:00:49,Keyleth,Stealth,23,11,,,,,,
553,553,6,1:00:49,Percy,Stealth,Nat1,1,,,,,,
554,554,6,1:00:49,Pike,Stealth,13,3,,,,,,
555,555,6,1:00:49,Scanlan,Stealth,19,9,,,,,,
556,556,6,1:00:49,Tiberius,Stealth,24,11,,,,,,
557,557,6,1:00:49,Vax'ildan,Stealth,32,9,,,,,,
558,558,6,1:00:49,Vex'ahlia,Stealth,30,11,,,,,,
559,559,6,1:05:34,Percy,Nature,23,20,,,,,,
560,560,6,1:08:20,Vax'ildan,Nature,26,13,,,,,,
561,561,6,1:09:08,Vax'ildan,Nature,18,15,,,,,,
562,562,6,1:09:48,Vex'ahlia,Nature,Nat1,1,,,,Disregarded due to advantage,,
563,563,6,1:09:48,Vex'ahlia,Nature,22,20,,,,"With advantage, unnanounced nat20 or bad math/mod",,
564,564,6,1:21:04,Grog,Attack,19,11,,,,Great Axe,,
565,565,6,1:21:04,Grog,Attack,19,11,,,,Great Axe,,
566,566,6,1:21:13,Grog,Damage,17,,,17 to Duergar Soldier,,,,
567,567,6,1:21:13,Grog,Damage,19,,,19 to Duergar Soldier,1,,,
568,568,6,1:23:05,Keyleth,Athletics,14,8,,,1,"Killed by pushing into lava, no damage amount given",,
569,569,6,1:26:24,Tiberius,Arcana,22,16,,,,,,
570,570,6,1:26:55,Vex'ahlia,Attack,25,14,,,,Arrow through Blazing Bowstring,,
571,571,6,1:26:55,Vex'ahlia,Attack,18,7,,,,Arrow through Blazing Bowstring,,
572,572,6,1:26:55,Percy,Attack,23,2,,,,Bad News,,
573,573,6,1:27:43,Vex'ahlia,Damage,20,,,20 to Duergar Soldier,,,,
574,574,6,1:27:43,Vex'ahlia,Damage,13,,,13 to Duergar Soldier,1,,,
575,575,6,1:27:43,Percy,Damage,7,,,7 to Duergar Soldier,,,,
576,576,6,1:30:10,Grog,Strength,23,19,,,,With advantage,,
577,577,6,1:30:10,Grog,Strength,Unknown,Unknown,,,,Disregarded due to advantage,,
578,578,6,1:32:06,Pike,Attack,10,2,,,,Spiritual Weapon,,
579,579,6,1:34:08,Scanlan,Athletics,5,3,,,,Unseen Servant,,
580,580,6,1:35:07,Vex'ahlia,Attack,Nat1,1,,,,Arrow,,
581,581,6,1:35:07,Vex'ahlia,Attack,25,14,,,,Arrow,,
582,582,6,1:35:26,Vex'ahlia,Damage,8,,,8 to Duergar Soldier,,,,
583,583,6,1:36:11,Percy,Attack,18,6,,,,Bad News,,
584,584,6,1:36:19,Percy,Damage,25,,,25 to Duergar Soldier,1,,,
585,585,6,1:56:25,Vax'ildan,Perception,20,10,,,,,,
586,586,6,1:56:45,Vax'ildan,Thieves' Tools,30,17,,,,,,
587,587,6,1:59:45,Vax'ildan,Perception,27,17,,,,,,
588,588,6,2:03:01,Vax'ildan,Stealth,19,6,,,,,,
589,589,6,2:05:55,Vax'ildan,Attack,17,6,,,,Keen Dagger Sneak Attack,,
590,590,6,2:05:55,Vex'ahlia,Attack,27,16,,,,Arrow,,
591,591,6,2:05:55,Vex'ahlia,Attack,26,15,,,,Arrow,,
592,592,6,2:06:24,Vax'ildan,Damage,46,,,46 to Duergar Guard,1,,,
593,593,6,2:07:05,Vax'ildan,Attack,19,9,,,,Poison Dagger,,
594,594,6,2:07:05,Vex'ahlia,Damage,15,,,15 to Duergar Guard,,,,
595,595,6,2:07:12,Vax'ildan,Damage,16,,,12 [7+5 (9/2) Poison] to Duergar Guard,,,,
596,596,6,2:08:16,Vax'ildan,Initiative,19,12,,,,,,
597,597,6,2:08:16,Vex'ahlia,Initiative,Unknown,Unknown,,,,Highish,,
598,598,6,2:08:40,Grog,Stealth,20,18,,,,,,
599,599,6,2:08:40,Keyleth,Stealth,17,15,,,,,,
600,600,6,2:08:40,Percy,Stealth,12,7,,,,,,
601,601,6,2:08:40,Pike,Stealth,19,19,,,,Disregarded due to disadvantage,,
602,602,6,2:08:40,Scanlan,Stealth,12,12,,,,,,
603,603,6,2:08:40,Tiberius,Stealth,16,13,,,,,,
604,604,6,2:08:48,Vax'ildan,Attack,28,17,,,2,Damage roll not rolled,,
605,605,6,2:09:40,Pike,Stealth,8,8,,,,With disadvantage,,
606,606,6,2:11:50,Pike,Healing,Unknown,,,,,Mass cure on NPC prisoners,,
607,607,6,2:14:26,Vax'ildan,Thieves' Tools,25,12,,,,,,
608,608,6,2:15:48,Vax'ildan,Attack,Unknown,12,,,,Serpentine belt attack,,
609,609,6,2:16:18,Grog,Initiative,14,12,,,,,,
610,610,6,2:16:18,Keyleth,Initiative,18,18,,,,,,
611,611,6,2:16:18,Percy,Initiative,26,19,,,,,,
612,612,6,2:16:18,Pike,Initiative,7,7,,,,,,
613,613,6,2:16:18,Scanlan,Initiative,4,4,,,,,,
614,614,6,2:16:18,Tiberius,Initiative,19,16,,,,,,
615,615,6,2:16:18,Vax'ildan,Initiative,20,15,,,,,,
616,616,6,2:16:18,Vex'ahlia,Initiative,15,10,,,,,,
617,617,6,2:17:28,Percy,Acrobatics,24,19,,,,,,
618,618,6,2:17:53,Percy,Attack,30,19,,,,Pepperbox,,
619,619,6,2:18:03,Percy,Damage,9,,,9 to Door Lock,,,,
620,620,6,2:19:50,Tiberius,Acrobatics,22,19,,,,,,
621,621,6,2:22:48,Keyleth,Acrobatics,15,13,,,,,,
622,622,6,2:24:31,Grog,Athletics,24,16,,12 to Duergar Guard,,"Damage from meathook, restrained",,
623,623,6,2:25:15,Grog,Attack,24,16,,,,Pull guard's jaw down,,
624,624,6,2:25:28,Grog,Damage,15,,,15 to Duergar Guard,1,,,
625,625,6,2:27:39,Percy,Tinkering,12,3,,,,,,
626,626,6,2:28:21,Vex'ahlia,Insight,Unknown,Unknown,,,,Low,,
627,627,6,2:28:21,Vax'ildan,Insight,Unknown,Unknown,,,,,,
628,628,6,2:28:45,Pike,Insight,15,11,,,,,,
629,629,6,2:28:45,Scanlan,Insight,19,19,,,,,,
630,630,6,2:29:24,Vax'ildan,Thieves' Tools,Nat1,1,,,,,,
631,631,6,2:30:38,Scanlan,Healing,9,,,,,"Healing Word on Kima, Kima heals 9 points",,
632,632,6,2:31:13,Percy,Damage,15,,,,,,,
633,633,6,2:31:16,Percy,Damage,10,,,,,,,
634,634,6,2:42:13,Tiberius,Persuasion,12,3,,,,,,
635,635,6,2:47:15,Scanlan,Persuasion,16,7,,,,,,
636,636,6,2:47:15,Vax'ildan,Assist,Unknown,Unknown,,,,,,
637,637,7,0:21:25,Keyleth,Perception,27,17,,,,,,
638,638,7,0:21:25,Percy,Perception,24,17,,,,,,
639,639,7,0:21:25,Pike,Perception,13,5,,,,,,
640,640,7,0:21:25,Scanlan,Perception,10,10,,,,,,
641,641,7,0:21:25,Tiberius,Perception,Unknown,Unknown,,,,“fail” (nat1?),,
642,642,7,0:21:25,Vax'ildan,Perception,28,18,,,,,,
643,643,7,0:21:25,Vex'ahlia,Perception,22,12,,,,,,
644,644,7,0:23:34,Vax'ildan,Stealth,29,16,,,,,,
645,645,7,0:26:29,Vax'ildan,Perception,20,10,,,,,,
646,646,7,0:28:15,Vex'ahlia,Stealth,Unknown,7,,,,,,
647,647,7,0:29:45,Vax'ildan,Attack,Nat20,20,Y,,,Keen Dagger with Sneak Attack,,
648,648,7,0:30:00,Vax'ildan,Damage,59,,,59 to Blacksmith,1,,,
649,649,7,0:33:32,Keyleth,Stealth,Unknown,Unknown,,,,,,
650,650,7,0:33:32,Pike,Stealth,Unknown,Unknown,,,,,,
651,651,7,0:33:32,Tiberius,Stealth,Nat20,20,Y,,,,,
652,652,7,0:33:32,Percy,Stealth,Unknown,Unknown,,,,,,
653,653,7,0:33:32,Vex'ahlia,Stealth,17,8,,,,,,
654,654,7,0:34:43,Trinket,Stealth,11,11,,,,,,
655,655,7,0:36:06,Vax'ildan,Attack,15,4,,,,Keen Dagger,,
656,656,7,0:36:39,Vex'ahlia,Attack,17,6,,,,Arrow,,
657,657,7,0:36:39,Vex'ahlia,Attack,19,8,,,,Arrow,,
658,658,7,0:36:39,Vax'ildan,Damage,32,,,32 to Soldier 1,1,,,
659,659,7,0:37:21,Vex'ahlia,Damage,22,,,22 (9+13) to Soldier 2,,,,
660,660,7,0:37:45,Percy,Stealth,8,3,,,,,,
661,661,7,0:38:03,Percy,Attack,Nat20,20,Y,,,Pepperbox Force Attack,,
662,662,7,0:38:24,Percy,Damage,11,,,11 to Soldier 2,1,,,
663,663,7,0:42:11,Vax'ildan,Perception,Nat20,20,Y,,,,,
664,664,7,0:42:43,Vax'ildan,Perception,26,16,,,,,,
665,665,7,0:42:57,Vax'ildan,Thieves' Tools,16,3,,,,,,
666,666,7,0:46:55,Scanlan,Perception,Unknown,Unknown,,,,,,
667,667,7,0:47:18,Vax'ildan,Perception,17,7,,,,,,
668,668,7,0:49:49,Vax'ildan,Perception,14,4,,,,,,
669,669,7,0:52:24,Tiberius,Initiative,19,16,,,,,,
670,670,7,0:54:18,Vex'ahlia,Attack,21,10,,,,Arrow,,
671,671,7,0:54:18,Vex'ahlia,Attack,23,12,,,,Arrow,,
672,672,7,0:54:45,Vex'ahlia,Damage,12,,,13 (12+1 HM) to Soldier 3,,,,
673,673,7,0:57:27,Keyleth,Acrobatics,11,9,,,,,,
674,674,7,0:58:12,Keyleth,Attack,17,11,,,,Bite Attack,,
675,675,7,0:58:21,Keyleth,Damage,10,,,10 Piercing to Soldier 3,,,,
676,676,7,0:59:04,Vax'ildan,Attack,29,18,,,,Dagger,,
677,677,7,0:59:24,Vax'ildan,Damage,9,,,9 to Soldier 3,,,,
678,678,7,0:59:34,Vax'ildan,Attack,Unknown,Unknown,,,,Dagger “also hits”,,
679,679,7,0:59:38,Vax'ildan,Damage,9,,,9 to Soldier 3,1,,,
680,680,7,1:02:36,Tiberius,Attack,20,11,,,,Firebolt,,
681,681,7,1:02:52,Tiberius,Damage,23,,,23 to Soldier 4,,,,
682,682,7,1:03:36,Tiberius,Attack,22,13,,,,Firebolt,,
683,683,7,1:03:45,Tiberius,Damage,15,,,15 to Soldier 4,1,,,
684,684,7,1:05:04,Vax'ildan,Perception,17,7,,,,,,
685,685,7,1:07:15,Pike,Intelligence Save,Nat1,1,Y,,,Against Mind Flayer Mind Blast,,
686,686,7,1:07:15,Vex'ahlia,Intelligence Save,Unknown,Unknown,,,,"inaudible response, Against Mind Flayer Mind Blast",,
687,687,7,1:09:56,Keyleth,Initiative,13,11,,,,,,
688,688,7,1:09:56,Percy,Initiative,16,9,,,,,,
689,689,7,1:09:56,Pike,Initiative,2,2,,,,,,
690,690,7,1:09:56,Scanlan,Initiative,2,2,,,,,,
691,691,7,1:09:56,Tiberius,Initiative,17,14,,,,,,
692,692,7,1:09:56,Vax'ildan,Initiative,17,12,,,,,,
693,693,7,1:09:56,Vex'ahlia,Initiative,9,4,,,,,,
694,694,7,1:10:36,Vax'ildan,Intelligence Save,23,16,,,,Vax'ildan is not stunned,,
695,695,7,1:14:27,Vax'ildan,Acrobatics,27,14,,,,Vax'ildan is no longer grappled,,
696,696,7,1:14:48,Vax'ildan,Attack,18,7,,,,Dagger with Sneak Attack,,
697,697,7,1:15:00,Vax'ildan,Damage,45,,,45 to Mind Flayer 1,,,,
698,698,7,1:16:15,Vax'ildan,Attack,19,9,,,,Dagger,,
699,699,7,1:16:24,Vax'ildan,Damage,8,,,8 to Mind Flayer 1,1,,,
700,700,7,1:19:40,Tiberius,Damage,18,,,18 to Mind Flayer 2,,,,
701,701,7,1:24:32,Keyleth,Perception,27,17,,,,With Advantage (Keen Sense),,
702,702,7,1:24:32,Keyleth,Perception,Unknown,Unknown,,,,Disregarded due to Advantage,,
703,703,7,1:25:49,Vax'ildan,Perception,27,17,,,,,,
704,704,7,1:26:00,Percy,Religion,9,6,,,,,,
705,705,7,1:26:36,Pike,Religion,17,12,,,,,,
706,706,7,1:28:00,Scanlan,Constitution Save,15,13,,11 Poison to Scanlan,,Against Poison Fume Trap,,
707,707,7,1:29:03,Vex'ahlia,Attack,30,19,,,,Arrow,,
708,708,7,1:29:03,Vex'ahlia,Attack,16,5,,,,Arrow,,
709,709,7,1:29:25,Vex'ahlia,Damage,23,,,23 (15+8) to Mage,,,,
