,Episode,Time,Character,Type of Roll,Total Value,Natural Value,Crit?,Damage Dealt,# Kills,Notes
392,C2E004,03:41:26,Nott,Animal Handling,6,6,,,,With advantage
393,C2E005,00:11:37,Fjord,Perception,16,16,,,,
394,C2E005,00:17:49,Caleb,Perception,5,2,,,,
395,C2E005,00:19:16,Nott,Perception,9,9,,,,
396,C2E005,00:19:17,Molly,Perception,20,17,,,,
397,C2E005,00:19:18,Jester,Perception,5,2,,,,
398,C2E005,00:19:18,Beau,Perception,17,14,,,,
399,C2E005,00:22:44,Beau,Perception,19,16,,,,
400,C2E005,00:23:39,Molly,Insight,19,14,,,,
401,C2E005,00:27:42,Beau,Perception,18,15,,,,
402,C2E005,00:27:42,Molly,Perception,8,5,,,,
403,C2E005,00:31:45,Caleb,Perception,9,6,,,,
404,C2E005,00:32:40,Beau,Investigation,18,16,,,,
405,C2E005,00:38:38,Jester,Perception,Nat1,1,,,,
406,C2E005,00:39:35,Caleb,Perception,19,16,,,,
407,C2E005,00:42:20,Nott,Stealth,26,18,,,,
408,C2E005,00:46:09,Nott,Stealth,12,4,,,,
409,C2E005,00:46:10,Beau,Stealth,11,5,,,,
410,C2E005,00:46:10,Caleb,Stealth,16,15,,,,
411,C2E005,00:46:10,Fjord,Stealth,11,11,,,,
412,C2E005,00:47:01,Beau,Perception,Unknown,Unknown,,,,Disregarded due to disadvantage
413,C2E005,00:47:01,Beau,Perception,6,3,,,,With disadvantage
414,C2E005,00:47:04,Fjord,Perception,13,13,,,,
415,C2E005,00:47:53,Molly,Perception,6,3,,,,
416,C2E005,00:57:29,Caleb,Insight,22,17,,,,
417,C2E005,01:04:19,Caleb,Insight,11,6,,,,
418,C2E005,01:04:20,Molly,Insight,23,18,,,,
419,C2E005,01:10:07,Beau,Perception,11,8,,,,
420,C2E005,01:10:08,Molly,Perception,5,2,,,,
421,C2E005,01:11:55,Beau,Constitution Save,Nat20,20,,,,
422,C2E005,01:11:56,Molly,Constitution Save,Nat20,20,,,,
423,C2E005,01:12:01,Fjord,Constitution Save,16,12,,,,
424,C2E005,01:12:04,Caleb,Constitution Save,9,7,,,,Caleb has one level of exhaustion
425,C2E005,01:12:05,Nott,Constitution Save,9,7,,,,Nott has one level of exhaustion
426,C2E005,01:12:07,Jester,Constitution Save,9,7,,,,Jester has one level of exhaustion
427,C2E005,01:17:49,Beau,Perception,17,14,,,,
428,C2E005,01:23:53,Beau,Stealth,25,19,,,,
429,C2E005,01:23:57,Jester,Stealth,Unknown,Unknown,,,,Disregarded due to disadvantage
430,C2E005,01:23:57,Jester,Stealth,6,3,,,,With disadvantage
431,C2E005,01:23:58,Molly,Stealth,21,18,,,,
432,C2E005,01:24:00,Nott,Stealth,Unknown,Unknown,,,,Disregarded due to disadvantage
433,C2E005,01:24:00,Nott,Stealth,15,7,,,,With disadvantage
434,C2E005,01:24:00,Caleb,Stealth,Unknown,Unknown,,,,Disregarded due to disadvantage
435,C2E005,01:24:00,Caleb,Stealth,16,15,,,,With disadvantage
436,C2E005,01:24:02,Fjord,Stealth,14,14,,,,
437,C2E005,01:28:23,Molly,Damage,3,,,3 Psychic to Witherling 1,,Vicious Mockery
438,C2E005,01:30:15,Jester,Spell Attack,17,12,,,,Spiritual Weapon
439,C2E005,01:30:15,Jester,Damage,10,,,10 Radiant to Witherling 1,1.0,
440,C2E005,01:32:17,Beau,Initiative,Nat20,20,,,,
441,C2E005,01:33:13,Fjord,Initiative,16,16,,,,
442,C2E005,01:33:23,Molly,Initiative,9,6,,,,
443,C2E005,01:33:29,Jester,Initiative,Unknown,Unknown,,,,Disregarded due to disadvantage
444,C2E005,01:33:29,Jester,Initiative,7,4,,,,With disadvantage
445,C2E005,01:33:30,Nott,Initiative,Unknown,Unknown,,,,Disregarded due to disadvantage
446,C2E005,01:33:30,Nott,Initiative,6,2,,,,With disadvantage
447,C2E005,01:33:30,Caleb,Initiative,Unknown,Unknown,,,,Disregarded due to disadvantage
448,C2E005,01:33:30,Caleb,Initiative,6,5,,,,With disadvantage
449,C2E005,01:34:44,Beau,Performance,3,2,,,,
450,C2E005,01:39:23,Beau,Deflect Missiles,14,,,,,
451,C2E005,01:40:21,Beau,Attack,16,10,,,,Thrown arrow
452,C2E005,01:40:45,Beau,Damage,6,,,6 to Gnoll 5,,
453,C2E005,01:50:12,Jester,Spell Attack,15,10,,,,Spiritual Weapon
454,C2E005,01:51:30,Jester,Damage,4,,,4 Radiant to Pack Lord,,
455,C2E005,01:52:31,Caleb,Spell Attack,16,10,,,,Scorching Ray
456,C2E005,01:52:33,Caleb,Spell Attack,16,10,,,,Scorching Ray
457,C2E005,01:52:37,Caleb,Spell Attack,17,11,,,,Scorching Ray
458,C2E005,01:53:01,Caleb,Damage,19,,,19 Fire to Pack Lord,,
459,C2E005,01:54:20,Nott,Attack,15,9,,,,Hand Crossbow
460,C2E005,01:54:55,Nott,Damage,12,,,12 to Gnoll 5,,
461,C2E005,01:55:52,Nott,Athletics,10,10,,,,With disadvantage
462,C2E005,01:55:52,Nott,Athletics,Unknown,Unknown,,,,Disregarded due to disadvantage
463,C2E005,01:56:55,Nott,Acrobatics,9,3,,,,Disregarded due to disadvantage
464,C2E005,01:56:55,Nott,Acrobatics,9,3,,5 Fire to Nott,,With disadvantage
465,C2E005,02:00:59,Beau,Attack,10,4,,,,Melee arrow
466,C2E005,02:01:30,Beau,Attack,11,5,,,,Unarmed Strike
467,C2E005,02:09:22,Fjord,Spell Attack,21,15,,,,Eldritch Blast
468,C2E005,02:09:42,Fjord,Damage,14,,,14 to Pack Lord,,
469,C2E005,02:15:24,Molly,Attack,Unknown,Unknown,,,,Disregarded due ot advantage
470,C2E005,02:15:24,Molly,Attack,13,8,,,,Scimitar with advantage
471,C2E005,02:15:48,Molly,Attack,Unknown,Unknown,,,,Disregarded due ot advantage
472,C2E005,02:15:48,Molly,Attack,21,16,,,,Scimitar with advantage
473,C2E005,02:15:59,Molly,Damage,9,,,9 to Gnoll 1,,
474,C2E005,02:18:05,Jester,Damage,9,,,9 Cold to Witherling 4,,Hellish Rebuke
475,C2E005,02:19:16,Jester,Spell Attack,24,19,,,,Guiding Bolt
476,C2E005,02:19:28,Jester,Damage,9,,,9 Radiant to Pack Lord,,
477,C2E005,02:19:54,Jester,Spell Attack,Unknown,Unknown,,,,Disregarded due to advantage
478,C2E005,02:19:54,Jester,Spell Attack,20,15,,,,Spiritual Weapon with advantage
479,C2E005,02:20:02,Jester,Damage,9,,,9 Force to Pack Lord,,
480,C2E005,02:21:07,Caleb,Spell Attack,Unknown,Unknown,,,,Chromatic Orb
481,C2E005,02:23:28,Nott,Attack,17,11,,,,Hand Crossbow
482,C2E005,02:24:02,Nott,Stealth,10,2,,,,With disadvantage
483,C2E005,02:24:02,Nott,Stealth,Unknown,Unknown,,,,Disregarded due to disadvantage
484,C2E005,02:25:48,Beau,Attack,14,8,,,,Staff
485,C2E005,02:25:57,Beau,Damage,8,,,8 to Witherling 3,1.0,
486,C2E005,02:27:13,Beau,Attack,10,4,,,,Unarmed Strike
487,C2E005,02:27:25,Beau,Attack,15,9,,,,Unarmed Strike
488,C2E005,02:27:37,Beau,Damage,7,,,7 to Gnoll 5,1.0,
489,C2E005,02:32:27,Fjord,Spell Attack,13,7,,,,Eldritch Blast
490,C2E005,02:34:02,Molly,Attack,10,5,,,,Scimitar
491,C2E005,02:34:08,Molly,Attack,23,18,,,,Scimitar
492,C2E005,02:34:16,Molly,Damage,7,,,7 (5 + 2 Radiant) to Gnoll 1,,
493,C2E005,02:36:39,Jester,Spell Attack,8,3,,,,Spiritual Weapon
494,C2E005,03:36:55,Jester,Healing,Unknown,Unknown,,,,"Cure Wounds (1st), Jester heals unknown amount"
495,C2E005,02:37:49,Caleb,Spell Attack,17,11,,,,Chromatic Orb
496,C2E005,02:38:04,Caleb,Damage,11,,,11 Fire to Gnoll 3,,
497,C2E005,02:40:25,Nott,Stealth,Unknown,Unknown,,,,Disregarded due to disadvantage
498,C2E005,02:40:25,Nott,Stealth,13,5,,,,With disadvantage
499,C2E005,02:41:07,Beau,Attack,24,18,,,,Staff
500,C2E005,02:41:21,Beau,Damage,11,,,11 to Gnoll 2,,
501,C2E005,02:41:43,Beau,Attack,25,19,,,,Unarmed Strike
502,C2E005,02:41:53,Beau,Damage,8,,,8 to Gnoll 2,,
503,C2E005,02:42:59,Beau,Attack,18,12,,,,Staff AoO
504,C2E005,02:43:05,Beau,Damage,8,,,8 to Gnoll 2,1.0,
505,C2E005,02:44:42,Fjord,Spell Attack,Unknown,Unknown,,,,Disregarded due to disadvantage
506,C2E005,02:44:42,Fjord,Spell Attack,11,5,,,,Eldritch Blast with disadvantage
507,C2E005,02:46:47,Nott,Acrobatics,Unknown,Unknown,,,,Disregarded due to disadvantage
508,C2E005,02:46:47,Nott,Acrobatics,11,5,,4 to Nott,,With disadvantage
509,C2E005,02:47:18,Nott,Constitution Save,16,14,,,,Concentration
510,C2E005,02:49:24,Jester,Spell Attack,Unknown,Unknown,,,,Disregarded due to advantage
511,C2E005,02:49:24,Jester,Spell Attack,Nat20,20,Y,,,Inflict Wounds (1st)
512,C2E005,02:49:33,Jester,Damage,13,,,26 (13x2) Necrotic to Gnoll 6,1.0,
513,C2E005,02:54:29,Beau,Survival,11,8,,,,
514,C2E005,02:54:49,Jester,Healing,6,,,,,"Cure Wounds (1st); Molly heals 6 points, is conscious"
515,C2E005,02:54:56,Jester,Healing,16,,,,,"Cure Wounds (2nd); Nott heals 16 points, is conscious"
516,C2E005,03:22:00,Caleb,Investigation,23,17,,,,
517,C2E006,00:21:04,Jester,Sleight of Hand,19,14,,,,
518,C2E006,00:21:04,Molly,Perception,Unknown,Unknown,,,,
519,C2E006,00:28:37,Nott,Persuasion,10,13,,,,
520,C2E006,00:49:51,Molly,Religion,Unknown,Unknown,,,,Disregarded due to advantage
521,C2E006,00:49:51,Molly,Religion,18,18,,,,With advantage
522,C2E006,00:54:50,Jester,Intelligence,18,17,,,,
523,C2E006,01:01:47,Caleb,Insight,11,6,,,,
524,C2E006,01:14:56,Fjord,Deception,13,7,,,,
525,C2E006,01:19:09,Beau,Survival,19,16,,,,
526,C2E006,01:20:34,Molly,Survival,Unknown,Unknown,,,,Disregarded due to advantage
527,C2E006,01:20:34,Molly,Survival,17,14,,,,With advantage
528,C2E006,01:22:05,Caleb,Perception,7,4,,,,
529,C2E006,01:25:31,Beau,Perception,Nat1,1,,,,
530,C2E006,01:26:33,Jester,Perception,19,16,,,,
531,C2E006,01:26:46,Beau,Strength,14,14,,,,
532,C2E006,01:28:28,Caleb,Perception,13,10,,,,
533,C2E006,01:32:49,Jester,Survival,Unknown,Unknown,,,,Disregarded due to advantage
534,C2E006,01:32:49,Jester,Survival,13,10,,,,With advantage
535,C2E006,01:34:20,Nott,Stealth,21,13,,,,
536,C2E006,01:34:23,Fjord,Stealth,15,15,,,,
537,C2E006,01:34:24,Beau,Stealth,16,10,,,,
538,C2E006,01:34:25,Caleb,Stealth,12,11,,,,
539,C2E006,01:34:26,Molly,Stealth,Unknown,Unknown,,,,Disregarded due to advantage
540,C2E006,01:34:26,Molly,Stealth,16,13,,,,With advantage
541,C2E006,01:34:27,Jester,Stealth,10,7,,,,
542,C2E006,01:39:30,Beau,Attack,10,4,,,,Staff
543,C2E006,01:40:10,Caleb,Spell Attack,Unknown,Unknown,,,,Disregarded due to advantage
544,C2E006,01:40:10,Caleb,Spell Attack,21,15,,,,Firebolt with advantage
545,C2E006,01:40:20,Caleb,Damage,1,,,1 to Hyena 2,,
546,C2E006,01:40:36,Jester,Damage,4,,,4 to Hyena 2,1.0,Sacred Flame
547,C2E006,01:41:04,Molly,Attack,17,12,,,,Scimitar
548,C2E006,01:41:11,Molly,Damage,10,,,10 (7 + 3 Radiant) to Hyena 3,1.0,
549,C2E006,01:41:47,Beau,Attack,9,3,,,,Unarmed Strike
550,C2E006,01:42:09,Nott,Attack,20,14,,,,Hand Crossbow SA
551,C2E006,01:42:17,Nott,Damage,13,,,13 to Hyena 1,1.0,
552,C2E006,01:43:04,Fjord,Perception,19,19,,,,
553,C2E006,01:45:23,Beau,Investigation,14,12,,,,
554,C2E006,01:45:23,Molly,Survival,Unknown,Unknown,,,,Disregarded due to advantage
555,C2E006,01:45:23,Molly,Survival,14,11,,,,With advantage
556,C2E006,01:45:23,Caleb,Investigation,20,14,,,,
557,C2E006,01:51:46,Caleb,Perception,21,18,,,,
558,C2E006,01:55:15,Nott,Dexterity Save,Unknown,Unknown,,,,Disregarded due to disadvantage
559,C2E006,01:55:15,Nott,Dexterity Save,24,18,,,,With disadvantage
560,C2E006,01:56:21,Nott,Perception,Unknown,Unknown,,,,Disregarded due to disadvantage
561,C2E006,01:56:21,Nott,Perception,8,8,,,,With disadvantage
562,C2E006,01:56:57,Nott,Investigation,Unknown,Unknown,,,,Disregarded due to disadvantage
563,C2E006,01:56:57,Nott,Investigation,8,3,,,,With disadvantage
564,C2E006,01:58:09,Nott,Attack,18,12,,,,Hand Crossbow
565,C2E006,01:58:13,Nott,Damage,11,,,11 to Gnoll 1,,
566,C2E006,02:00:04,Jester,Spell Attack,21,16,,,,Guiding Bolt (1st)
567,C2E006,02:00:13,Jester,Damage,10,,,10 to Gnoll 1,,
568,C2E006,02:00:38,Fjord,Spell Attack,24,18,,,,Eldritch Blast
569,C2E006,02:01:00,Fjord,Damage,9,,,9 to Gnoll 2,,
570,C2E006,02:01:41,Molly,Damage,3,,,3 Psychic to Gnoll 2,,Vicious Mockery
571,C2E006,02:02:39,Nott,Spell Attack,19,14,,,,Shocking Grasp
572,C2E006,02:02:41,Nott,Damage,7,,,7 Lightning to Gnoll 1,1.0,
573,C2E006,02:04:26,Beau,Attack,19,13,,,,Staff
574,C2E006,02:04:31,Beau,Damage,10,,,10 to Gnoll 2,1.0,
575,C2E006,02:07:38,Jester,Investigation,Unknown,Unknown,,,,Disregarded due to advantage
576,C2E006,02:07:38,Jester,Investigation,11,10,,,,With advantage
577,C2E006,02:08:57,Molly,Intelligence,11,11,,,,
578,C2E006,02:09:31,Caleb,Intelligence,10,6,,,,
579,C2E006,02:14:09,Nott,Stealth,Unknown,Unknown,,,,Disregarded
580,C2E006,02:14:09,Nott,Stealth,13,5,,,,
581,C2E006,02:14:41,Nott,Investigation,Unknown,Unknown,,,,Disregarded due to disadvantage
582,C2E006,02:14:41,Nott,Investigation,10,5,,,,With disadvantage
583,C2E006,02:16:32,Nott,Stealth,24,16,,,,
584,C2E006,02:16:42,Nott,Investigation,13,8,,,,With disadvantage
585,C2E006,02:16:42,Nott,Investigation,Unknown,Unknown,,,,Disregarded due to disadvantage
586,C2E006,02:35:55,Nott,Perception,Unknown,Unknown,,,,Disregarded due to disadvantage
587,C2E006,02:35:55,Nott,Perception,5,5,,,,With disadvantage
588,C2E006,02:35:57,Jester,Perception,11,8,,,,
589,C2E006,02:36:12,Nott,Stealth,22,14,,,,
590,C2E006,02:36:13,Jester,Stealth,15,12,,,,
591,C2E006,02:36:13,Molly,Stealth,9,6,,,,
592,C2E006,02:36:14,Caleb,Stealth,10,9,,,,
593,C2E006,02:36:15,Beau,Stealth,22,16,,,,
594,C2E006,02:36:16,Fjord,Stealth,15,15,,,,
595,C2E006,02:40:53,Jester,Healing,9,,,,,"Cure Wounds (1st), Nott heals 9 points"
596,C2E006,02:48:56,Nott,Stealth,26,18,,,,
597,C2E006,02:51:46,Beau,Stealth,Nat20,20,,,,
598,C2E006,02:55:17,Jester,Spell Attack,24,19,,,,Spiritual Weapon (2nd)
599,C2E006,02:55:25,Jester,Damage,9,,,9 Force to Gnoll 1,,
600,C2E006,02:57:28,Fjord,Spell Attack,16,10,,,,Eldritch Blast
601,C2E006,02:57:45,Fjord,Damage,15,,,15 to Gnoll 2,,
602,C2E006,03:00:13,Caleb,Spell Attack,15,9,,,,Firebolt
603,C2E006,03:00:20,Caleb,Damage,7,,,7 Fire to Gnoll 2,1.0,
604,C2E006,03:01:16,Nott,Attack,23,17,,,,Hand Crossbow SA
605,C2E006,03:01:28,Nott,Damage,14,,,14 to Gnoll 1,1.0,
606,C2E006,03:02:01,Nott,Stealth,16,8,,,,
607,C2E006,03:03:06,Molly,Damage,3,,,3 Psychic to Gnoll 5,,Vicious Mockery
608,C2E006,03:03:17,Molly,Initiative,Nat20,20,,,,
609,C2E006,03:03:39,Fjord,Initiative,4,4,,,,
610,C2E006,03:03:17,Nott,Initiative,Nat20,20,,,,Disregarded due to disadvantage
611,C2E006,03:03:17,Nott,Initiative,6,2,,,,With disadvantage
612,C2E006,03:04:07,Beau,Initiative,17,13,,,,
613,C2E006,03:04:07,Caleb,Initiative,17,16,,,,
614,C2E006,03:04:26,Jester,Initiative,13,10,,,,
615,C2E006,03:06:41,Beau,Deflect Missiles,16,,,,,
616,C2E006,03:07:58,Caleb,Spell Attack,Unknown,Unknown,,,,Firebolt
617,C2E006,03:08:38,Beau,Attack,13,7,,,,Staff
618,C2E006,03:09:08,Beau,Attack,Unknown,Unknown,,,,Unarmed Strike
619,C2E006,03:09:53,Jester,Spell Attack,21,16,,,,Spiritual Weapon
620,C2E006,03:09:58,Jester,Damage,9,,,9 Force to Gnoll 4,,
621,C2E006,03:10:39,Jester,Damage,2,,,2 Necrotic to Gnoll 5,,Toll the Dead
622,C2E006,03:14:24,Nott,Attack,8,2,,,,Hand Crossbow
623,C2E006,03:15:26,Nott,Stealth,17,9,,,,
624,C2E006,03:15:52,Fjord,Attack,16,10,,,,Falchion
625,C2E006,03:16:10,Fjord,Damage,15,,,15 to Gnoll 5,,
626,C2E006,03:17:15,Molly,Attack,16,11,,,,Scimitar
627,C2E006,03:17:23,Molly,Damage,8,,,8 to Gnoll 5,1.0,
628,C2E006,03:17:47,Molly,Attack,11,6,,,,Scimitar
629,C2E006,03:17:56,Molly,Damage,4,,,4 to Hyena 1,,
630,C2E006,03:20:57,Caleb,Spell Attack,8,2,,,,Chromatic Orb
631,C2E006,03:22:08,Beau,Acrobatics,24,18,,,,
632,C2E006,03:22:43,Beau,Attack,8,2,,,,Staff
633,C2E006,03:23:10,Beau,Attack,18,12,,,,Unarmed Strike
634,C2E006,03:23:22,Beau,Damage,8,,,8 to Gnoll 4,,
635,C2E006,03:24:03,Jester,Spell Attack,13,8,,,,Spiritual Weapon
636,C2E006,03:24:33,Jester,Damage,7,,,7 Necrotic to Gnoll 4,0.5,Toll the Dead (Beau whacks it to split the kill)
637,C2E006,03:26:11,Molly,Attack,14,9,,,,Scimitar AoO
638,C2E006,03:24:12,Fjord,Attack,21,15,,,,Falchion AoO
639,C2E006,03:26:22,Molly,Damage,8,,,8 to Hyena 1,1.0,
640,C2E006,03:26:22,Fjord,Damage,11,,,11 to Hyena 4,1.0,
641,C2E006,03:27:09,Nott,Insight,19,17,,,,
642,C2E006,03:28:33,Fjord,Dexterity Save,13,13,,,,
643,C2E006,03:29:04,Fjord,Constitution Save,19,15,,,,Concentration
644,C2E006,03:29:07,Fjord,Constitution Save,18,14,,,,Concentration
645,C2E006,03:29:20,Fjord,Spell Attack,14,8,,,,Eldritch Blast with disadvantage
646,C2E006,03:29:20,Fjord,Spell Attack,Unknown,Unknown,,,,Disregarded due to disadvantage
647,C2E006,03:31:21,Caleb,Spell Attack,13,7,,,,Disregarded due to disadvantage
648,C2E006,03:31:21,Caleb,Spell Attack,13,7,,,,Chromatic Orb with disadvantage
649,C2E006,03:32:28,Beau,Attack,8,2,,,,Disregarded due to advantage
650,C2E006,03:32:28,Beau,Attack,9,3,,,,Staff with advantage
651,C2E006,03:33:24,Beau,Attack,Unknown,Unknown,,,,Disregarded due to advantage
652,C2E006,03:33:24,Beau,Attack,Nat20,20,Y,,,Unarmed Strike with advantage
653,C2E006,03:33:41,Beau,Damage,10,,,10 to Gnoll 3,,
654,C2E006,03:34:31,Jester,Spell Attack,Unknown,Unknown,,,,Disregarded due to advantage
655,C2E006,03:34:31,Jester,Spell Attack,13,8,,,,Spiritual Weapon
656,C2E006,03:36:08,Nott,Attack,Unknown,Unknown,,,,Disregarded due to advantage
657,C2E006,03:36:08,Nott,Attack,18,12,,,,Shortsword SA with advantage
658,C2E006,03:36:15,Nott,Damage,13,,,13 to Gnoll 3,1.0,
659,C2E006,03:38:40,Nott,Investigation,Unknown,Unknown,,,,Disregarded due to disadvantage
660,C2E006,03:38:40,Nott,Investigation,11,6,,,,With disadvantage
661,C2E006,03:39:14,Nott,Thieves' Tools,Unknown,Unknown,,,,Disregarded due to disadvantage
662,C2E006,03:39:14,Nott,Thieves' Tools,21,15,,,,With disadvantage
663,C2E006,03:42:53,Beau,Perception,13,10,,,,
664,C2E006,03:43:52,Jester,Healing,Unknown,Unknown,,,,"Cure Wounds, Fjord heals unknown points"
665,C2E006,03:44:28,Beau,Investigation,20,16,,,,
666,C2E007,00:18:11,Beau,Initiative,20,,,,,
667,C2E007,00:18:12,Nott,Initiative,20,16,,,,
668,C2E007,00:18:22,Molly,Initiative,Nat20,20,,,,
669,C2E007,00:18:41,Jester,Initiative,16,13,,,,
670,C2E007,00:18:46,Caleb,Initiative,10,7,,,,
671,C2E007,00:19:08,Fjord,Initiative,9,8,,,,
672,C2E007,00:20:21,Nott,Attack,8,8,,,,Hand Crossbow SA with advantage
673,C2E007,00:20:31,Nott,Attack,23,17,,,,Disregarded due to advantage
674,C2E007,00:21:24,Nott,Damage,Unknown,Unknown,,11 to Gnoll 1,,
675,C2E007,00:23:10,Molly,Damage,11,,,3 Psychic to Gnoll 1,,Vicious Mockery
676,C2E007,00:24:50,Fjord,Spell Attack,3,,,,,Eldritch Blast and Hex
677,C2E007,00:25:00,Fjord,Damage,20,14,,16 (11 + 5 Necrotic) to Gnoll 2,,
678,C2E007,00:26:17,Shakäste,Initiative,16,,,,,
679,C2E007,00:27:48,Nott,Attack,Nat1,1,,,,Hand crossbow
680,C2E007,00:27:52,Nott,Damage,20,14,,8 to Gnoll 1,1.0,
681,C2E007,00:31:00,Molly,Attack,8,,,,,Scimitar
682,C2E007,00:31:09,Molly,Attack,Unknown,Unknown,,,,Scimitar
683,C2E007,00:31:16,Molly,Damage,15,10,,8 to Witherling,,
684,C2E007,00:35:09,Fjord,Spell Attack,8,,,,,Eldritch Blast and Hex
685,C2E007,00:35:19,Fjord,Damage,22,16,,16 (12 + 4 Necrotic) to Gnoll 2,1.0,
686,C2E007,00:38:41,Shakäste,Damage,16,,,12 Thunder to Gnoll 3,,Thunderwave
687,C2E007,00:40:13,Nott,Spell Attack,12,,,,,Shocking Grasp
688,C2E007,00:42:00,Beau,Attack,Nat20,20,Y,,,Staff
689,C2E007,00:42:20,Beau,Damage,10,,,10 to Hyena 2,1.0,
690,C2E007,00:43:13,Molly,Attack,10,,,,,Scimitar
691,C2E007,00:43:32,Molly,Damage,19,14,,13 to Witherling,1.0,
692,C2E007,00:43:58,Molly,Attack,13,,,,,Scimitar
693,C2E007,00:44:03,Molly,Damage,20,15,,9 to Hyena 1,1.0,
694,C2E007,00:46:03,Caleb,Spell Attack,9,,,,,Fire Bolt
695,C2E007,00:48:23,Fjord,Spell Attack,Unknown,Unknown,,,,Eldritch Blast and Hex
696,C2E007,00:48:37,Fjord,Damage,16,10,,11 (8 + 3 Necrotic) to Gnoll 3,1.0,
697,C2E007,00:52:09,Nott,Insight,11,,,,,
698,C2E007,00:56:27,Nott,Investigation,13,11,,,,
699,C2E007,01:05:12,Caleb,Investigation,10,5,,,,Disregarded due to advantage
700,C2E007,01:05:12,Caleb,Investigation,Unknown,Unknown,,,,With advantage
701,C2E007,01:07:40,Nott,Perception,14,8,,,,
702,C2E007,01:11:39,Fjord,Stealth,11,11,,,,
703,C2E007,01:11:42,Beau,Stealth,15,15,,,,
704,C2E007,01:11:43,Caleb,Stealth,25,19,,,,Disregarded due to advantage
705,C2E007,01:11:43,Caleb,Stealth,5,4,,,,With advantage
706,C2E007,01:11:50,Shakäste,Stealth,8,7,,,,
707,C2E007,01:11:52,Nott,Stealth,17,12,,,,
708,C2E007,01:11:53,Jester,Stealth,13,5,,,,
709,C2E007,01:11:54,Molly,Stealth,18,15,,,,
710,C2E007,01:14:26,Shakäste,Perception,18,15,,,,Perception for the Grand Duchess
711,C2E007,01:19:31,Fjord,Stealth,17,15,,,,Disregarded due to advantage
712,C2E007,01:19:31,Fjord,Stealth,Unknown,Unknown,,,,With advantage
713,C2E007,01:19:37,Nott,Stealth,8,8,,,,With +3 for Guidance
714,C2E007,01:22:50,Nott,Attack,17,9,,,,Hand Crossbow
715,C2E007,01:24:43,Fjord,Damage,10,4,,14 to Gnoll,,
716,C2E007,01:26:02,Nott,Attack,14,,,,,Hand Crossbow
717,C2E007,01:26:03,Fjord,Spell Attack,18,12,,,,Eldritch Blast and Hex
718,C2E007,01:26:07,Nott,Damage,21,15,,5 to Gnoll,,
719,C2E007,01:26:28,Fjord,Damage,5,,,13 (8 + 5 Necrotic) to Gnoll,1.0,
720,C2E007,01:27:07,Jester,Perception,13,,,,,
721,C2E007,01:27:10,Molly,Perception,15,12,,,,
722,C2E007,01:27:48,Jester,Stealth,13,11,,,,
723,C2E007,01:27:49,Molly,Stealth,16,13,,,,
724,C2E007,01:31:15,Fjord,Spell Attack,20,17,,,,Eldritch Blast
725,C2E007,01:31:21,Fjord,Constitution Save,15,9,,,,Concentration
726,C2E007,01:32:06,Shakäste,Wisdom,6,2,,,,
727,C2E007,01:38:41,Shakäste,Damage,19,16,,1 to Gnoll 3,,Sacred Flame
728,C2E007,01:39:15,Shakäste,Initiative,1,,,,,
729,C2E007,01:39:34,Molly,Initiative,20,17,,,,
730,C2E007,01:39:35,Jester,Initiative,13,10,,,,
731,C2E007,01:39:35,Nott,Initiative,10,7,,,,
732,C2E007,01:39:51,Caleb,Initiative,11,7,,,,
733,C2E007,01:39:54,Beau,Initiative,7,6,,,,
734,C2E007,01:40:12,Fjord,Initiative,9,5,,,,
735,C2E007,01:41:46,Shakäste,Damage,3,3,,3 Cold to Gnoll 2,,Frostbite
736,C2E007,01:44:31,Nott,Attack,3,,,,,Hand Crossbow
737,C2E007,01:47:43,Beau,Attack,Nat20,20,Y,,,Staff
738,C2E007,01:47:57,Beau,Damage,16,8,,20 to Witherling 2,1.0,
739,C2E007,01:48:53,Fjord,Spell Attack,20,,,,,Eldritch Blast
740,C2E007,01:54:25,Beau,Deflect Missiles,14,8,,,,
741,C2E007,01:55:05,Molly,Attack,12,,,,,Scimitar
742,C2E007,01:55:19,Molly,Damage,14,9,,11 to Witherling 1,1.0,
743,C2E007,01:55:58,Molly,Attack,11,,,,,Scimitar
744,C2E007,01:56:06,Molly,Damage,18,13,,10 to Gnoll 2,,
745,C2E007,01:57:02,Nott,Attack,10,,,,,Hand Crossbow SA
746,C2E007,01:57:10,Nott,Damage,24,18,,12 to Gnoll 2,1.0,
747,C2E007,01:58:08,Nott,Sleight of Hand,12,,,,,
748,C2E007,01:58:13,Shakäste,Perception,22,14,,,,
749,C2E007,01:59:52,Jester,Damage,9,6,,6 Necrotic to Gnoll 1,,Toll the Dead
750,C2E007,02:00:58,Beau,Attack,6,,,,,Staff
751,C2E007,02:02:09,Caleb,Spell Attack,12,6,,,,Scorching Ray
752,C2E007,02:02:15,Caleb,Spell Attack,17,11,,,,Scorching Ray
753,C2E007,02:02:16,Caleb,Spell Attack,Unknown,Unknown,,,,Scorching Ray
754,C2E007,02:02:29,Caleb,Damage,Unknown,Unknown,,20 Fire to Pack Lord,,
755,C2E007,02:04:07,Fjord,Spell Attack,17,11,,,,Eldritch Blast
756,C2E007,02:04:07,Fjord,Damage,8,,,8 to Gnoll 3,,
757,C2E007,02:06:28,Beau,Acrobatics,10,4,,,,
758,C2E007,02:07:50,Beau,Dexterity Save,17,11,,,,Disregarded due to advantage
